,ta,ts,speed,kp,kd,ki,simul_settling_time,settling_time
177,20.0,20.0,100.0,20.0,2000.0,0.02,0.2264,0.205
178,20.0,20.0,100.0,20.0,2000.0,0.02,0.2264,0.203
179,20.0,20.0,100.0,20.0,2000.0,0.02,0.2264,0.213
180,20.0,20.0,100.0,30.0,1400.0,0.006,0.1608,0.181
181,20.0,20.0,100.0,30.0,1400.0,0.006,0.1608,0.181
182,20.0,20.0,100.0,30.0,1400.0,0.006,0.1608,0.186
183,20.0,20.0,100.0,30.0,1400.0,0.01,0.1534,0.163
184,20.0,20.0,100.0,30.0,1400.0,0.01,0.1534,0.161
185,20.0,20.0,100.0,30.0,1400.0,0.01,0.1534,0.165
186,20.0,20.0,100.0,30.0,1400.0,0.012,0.1608,0.171
187,20.0,20.0,100.0,30.0,1400.0,0.012,0.1608,0.171
188,20.0,20.0,100.0,30.0,1400.0,0.012,0.1608,0.17
189,20.0,20.0,100.0,30.0,1400.0,0.014,0.1622,0.166
190,20.0,20.0,100.0,30.0,1400.0,0.014,0.1622,0.174
191,20.0,20.0,100.0,30.0,1400.0,0.014,0.1622,0.173
192,20.0,20.0,100.0,30.0,1400.0,0.016,0.1706,0.167
193,20.0,20.0,100.0,30.0,1400.0,0.016,0.1706,0.171
194,20.0,20.0,100.0,30.0,1400.0,0.016,0.1706,0.163
195,20.0,20.0,100.0,30.0,1400.0,0.02,0.1821,0.161
196,20.0,20.0,100.0,30.0,1400.0,0.02,0.1821,0.157
197,20.0,20.0,100.0,30.0,1400.0,0.02,0.1821,0.156
198,20.0,20.0,100.0,30.0,1500.0,0.006,0.1615,0.183
199,20.0,20.0,100.0,30.0,1500.0,0.006,0.1615,0.183
200,20.0,20.0,100.0,30.0,1500.0,0.006,0.1615,0.183
201,20.0,20.0,100.0,30.0,1500.0,0.01,0.1542,0.156
202,20.0,20.0,100.0,30.0,1500.0,0.01,0.1542,0.156
203,20.0,20.0,100.0,30.0,1500.0,0.01,0.1542,0.157
204,20.0,20.0,100.0,30.0,1500.0,0.012,0.1619,0.173
205,20.0,20.0,100.0,30.0,1500.0,0.012,0.1619,0.173
206,20.0,20.0,100.0,30.0,1500.0,0.012,0.1619,0.181
207,20.0,20.0,100.0,30.0,1500.0,0.014,0.1624,0.168
208,20.0,20.0,100.0,30.0,1500.0,0.014,0.1624,0.169
209,20.0,20.0,100.0,30.0,1500.0,0.014,0.1624,0.169
210,20.0,20.0,100.0,30.0,1500.0,0.016,0.1703,0.172
211,20.0,20.0,100.0,30.0,1500.0,0.016,0.1703,0.165
212,20.0,20.0,100.0,30.0,1500.0,0.016,0.1703,0.172
213,20.0,20.0,100.0,30.0,1500.0,0.02,0.181,0.166
214,20.0,20.0,100.0,30.0,1500.0,0.02,0.181,0.16
215,20.0,20.0,100.0,30.0,1500.0,0.02,0.181,0.165
216,20.0,20.0,100.0,30.0,1600.0,0.006,0.1623,0.185
217,20.0,20.0,100.0,30.0,1600.0,0.006,0.1623,0.185
218,20.0,20.0,100.0,30.0,1600.0,0.006,0.1623,0.186
219,20.0,20.0,100.0,30.0,1600.0,0.01,0.1553,0.166
220,20.0,20.0,100.0,30.0,1600.0,0.01,0.1553,0.159
221,20.0,20.0,100.0,30.0,1600.0,0.01,0.1553,0.165
222,20.0,20.0,100.0,30.0,1600.0,0.012,0.1628,0.184
223,20.0,20.0,100.0,30.0,1600.0,0.012,0.1628,0.184
224,20.0,20.0,100.0,30.0,1600.0,0.012,0.1628,0.183
225,20.0,20.0,100.0,30.0,1600.0,0.014,0.1631,0.17
226,20.0,20.0,100.0,30.0,1600.0,0.014,0.1631,0.171
227,20.0,20.0,100.0,30.0,1600.0,0.014,0.1631,0.17
228,20.0,20.0,100.0,30.0,1600.0,0.016,0.1694,0.171
229,20.0,20.0,100.0,30.0,1600.0,0.016,0.1694,0.167
230,20.0,20.0,100.0,30.0,1600.0,0.016,0.1694,0.167
231,20.0,20.0,100.0,30.0,1600.0,0.02,0.174,0.16
232,20.0,20.0,100.0,30.0,1600.0,0.02,0.174,0.161
233,20.0,20.0,100.0,30.0,1600.0,0.02,0.174,0.16
234,20.0,20.0,100.0,30.0,1700.0,0.006,0.1631,0.187
235,20.0,20.0,100.0,30.0,1700.0,0.006,0.1631,0.188
236,20.0,20.0,100.0,30.0,1700.0,0.006,0.1631,0.188
237,20.0,20.0,100.0,30.0,1700.0,0.01,0.1566,0.159
238,20.0,20.0,100.0,30.0,1700.0,0.01,0.1566,0.16
239,20.0,20.0,100.0,30.0,1700.0,0.01,0.1566,0.16
240,20.0,20.0,100.0,30.0,1700.0,0.012,0.1642,0.184
241,20.0,20.0,100.0,30.0,1700.0,0.012,0.1642,0.179
242,20.0,20.0,100.0,30.0,1700.0,0.012,0.1642,0.178
243,20.0,20.0,100.0,30.0,1700.0,0.014,0.1641,0.172
244,20.0,20.0,100.0,30.0,1700.0,0.014,0.1641,0.18
245,20.0,20.0,100.0,30.0,1700.0,0.014,0.1641,0.172
246,20.0,20.0,100.0,30.0,1700.0,0.016,0.165,0.176
247,20.0,20.0,100.0,30.0,1700.0,0.016,0.165,0.169
248,20.0,20.0,100.0,30.0,1700.0,0.016,0.165,0.177
249,20.0,20.0,100.0,30.0,1700.0,0.02,0.1736,0.171
250,20.0,20.0,100.0,30.0,1700.0,0.02,0.1736,0.163
251,20.0,20.0,100.0,30.0,1700.0,0.02,0.1736,0.171
252,20.0,20.0,100.0,30.0,2000.0,0.006,0.1657,0.193
253,20.0,20.0,100.0,30.0,2000.0,0.006,0.1657,0.194
254,20.0,20.0,100.0,30.0,2000.0,0.006,0.1657,0.194
255,20.0,20.0,100.0,30.0,2000.0,0.01,0.1672,0.164
256,20.0,20.0,100.0,30.0,2000.0,0.01,0.1672,0.163
257,20.0,20.0,100.0,30.0,2000.0,0.01,0.1672,0.163
258,20.0,20.0,100.0,30.0,2000.0,0.012,0.1681,0.183
259,20.0,20.0,100.0,30.0,2000.0,0.012,0.1681,0.179
260,20.0,20.0,100.0,30.0,2000.0,0.012,0.1681,0.187
261,20.0,20.0,100.0,30.0,2000.0,0.014,0.1673,0.184
262,20.0,20.0,100.0,30.0,2000.0,0.014,0.1673,0.19
263,20.0,20.0,100.0,30.0,2000.0,0.014,0.1673,0.188
264,20.0,20.0,100.0,30.0,2000.0,0.016,0.1672,0.18
265,20.0,20.0,100.0,30.0,2000.0,0.016,0.1672,0.18
266,20.0,20.0,100.0,30.0,2000.0,0.016,0.1672,0.183
267,20.0,20.0,100.0,30.0,2000.0,0.02,0.1753,0.176
268,20.0,20.0,100.0,30.0,2000.0,0.02,0.1753,0.176
269,20.0,20.0,100.0,30.0,2000.0,0.02,0.1753,0.175
270,20.0,20.0,100.0,40.0,1400.0,0.006,0.1586,0.166
271,20.0,20.0,100.0,40.0,1400.0,0.006,0.1586,0.167
272,20.0,20.0,100.0,40.0,1400.0,0.006,0.1586,0.167
273,20.0,20.0,100.0,40.0,1400.0,0.01,0.1486,0.148
274,20.0,20.0,100.0,40.0,1400.0,0.01,0.1486,0.154
275,20.0,20.0,100.0,40.0,1400.0,0.01,0.1486,0.155
276,20.0,20.0,100.0,40.0,1400.0,0.012,0.1468,0.153
277,20.0,20.0,100.0,40.0,1400.0,0.012,0.1468,0.155
278,20.0,20.0,100.0,40.0,1400.0,0.012,0.1468,0.154
279,20.0,20.0,100.0,40.0,1400.0,0.014,0.1455,0.144
280,20.0,20.0,100.0,40.0,1400.0,0.014,0.1455,0.144
281,20.0,20.0,100.0,40.0,1400.0,0.014,0.1455,0.149
282,20.0,20.0,100.0,40.0,1400.0,0.016,0.1443,0.149
283,20.0,20.0,100.0,40.0,1400.0,0.016,0.1443,0.144
284,20.0,20.0,100.0,40.0,1400.0,0.016,0.1443,0.15
285,20.0,20.0,100.0,40.0,1400.0,0.02,0.1417,0.17
286,20.0,20.0,100.0,40.0,1400.0,0.02,0.1417,0.17
287,20.0,20.0,100.0,40.0,1400.0,0.02,0.1417,0.166
288,20.0,20.0,100.0,40.0,1500.0,0.006,0.1588,0.167
289,20.0,20.0,100.0,40.0,1500.0,0.006,0.1588,0.175
290,20.0,20.0,100.0,40.0,1500.0,0.006,0.1588,0.175
291,20.0,20.0,100.0,40.0,1500.0,0.01,0.149,0.156
292,20.0,20.0,100.0,40.0,1500.0,0.01,0.149,0.157
293,20.0,20.0,100.0,40.0,1500.0,0.01,0.149,0.158
294,20.0,20.0,100.0,40.0,1500.0,0.012,0.1474,0.147
295,20.0,20.0,100.0,40.0,1500.0,0.012,0.1474,0.147
296,20.0,20.0,100.0,40.0,1500.0,0.012,0.1474,0.148
297,20.0,20.0,100.0,40.0,1500.0,0.014,0.1462,0.146
298,20.0,20.0,100.0,40.0,1500.0,0.014,0.1462,0.145
299,20.0,20.0,100.0,40.0,1500.0,0.014,0.1462,0.146
300,20.0,20.0,100.0,40.0,1500.0,0.016,0.1449,0.143
301,20.0,20.0,100.0,40.0,1500.0,0.016,0.1449,0.143
302,20.0,20.0,100.0,40.0,1500.0,0.016,0.1449,0.143
303,20.0,20.0,100.0,40.0,1500.0,0.02,0.1425,0.157
304,20.0,20.0,100.0,40.0,1500.0,0.02,0.1425,0.15
305,20.0,20.0,100.0,40.0,1500.0,0.02,0.1425,0.15
306,20.0,20.0,100.0,40.0,1600.0,0.006,0.159,0.167
307,20.0,20.0,100.0,40.0,1600.0,0.006,0.159,0.169
308,20.0,20.0,100.0,40.0,1600.0,0.006,0.159,0.168
309,20.0,20.0,100.0,40.0,1600.0,0.01,0.1496,0.157
310,20.0,20.0,100.0,40.0,1600.0,0.01,0.1496,0.157
311,20.0,20.0,100.0,40.0,1600.0,0.01,0.1496,0.157
312,20.0,20.0,100.0,40.0,1600.0,0.012,0.1478,0.146
313,20.0,20.0,100.0,40.0,1600.0,0.012,0.1478,0.147
314,20.0,20.0,100.0,40.0,1600.0,0.012,0.1478,0.147
315,20.0,20.0,100.0,40.0,1600.0,0.014,0.1467,0.155
316,20.0,20.0,100.0,40.0,1600.0,0.014,0.1467,0.153
317,20.0,20.0,100.0,40.0,1600.0,0.014,0.1467,0.156
318,20.0,20.0,100.0,40.0,1600.0,0.016,0.1456,0.153
319,20.0,20.0,100.0,40.0,1600.0,0.016,0.1456,0.153
320,20.0,20.0,100.0,40.0,1600.0,0.016,0.1456,0.154
321,20.0,20.0,100.0,40.0,1600.0,0.02,0.1433,0.143
322,20.0,20.0,100.0,40.0,1600.0,0.02,0.1433,0.142
323,20.0,20.0,100.0,40.0,1600.0,0.02,0.1433,0.142
324,20.0,20.0,100.0,40.0,1700.0,0.006,0.1593,0.168
325,20.0,20.0,100.0,40.0,1700.0,0.006,0.1593,0.169
326,20.0,20.0,100.0,40.0,1700.0,0.006,0.1593,0.171
327,20.0,20.0,100.0,40.0,1700.0,0.01,0.1501,0.157
328,20.0,20.0,100.0,40.0,1700.0,0.01,0.1501,0.15
329,20.0,20.0,100.0,40.0,1700.0,0.01,0.1501,0.15
330,20.0,20.0,100.0,40.0,1700.0,0.012,0.1485,0.156
331,20.0,20.0,100.0,40.0,1700.0,0.012,0.1485,0.158
332,20.0,20.0,100.0,40.0,1700.0,0.012,0.1485,0.158
333,20.0,20.0,100.0,40.0,1700.0,0.014,0.1473,0.148
334,20.0,20.0,100.0,40.0,1700.0,0.014,0.1473,0.149
335,20.0,20.0,100.0,40.0,1700.0,0.014,0.1473,0.149
336,20.0,20.0,100.0,40.0,1700.0,0.016,0.1464,0.153
337,20.0,20.0,100.0,40.0,1700.0,0.016,0.1464,0.159
338,20.0,20.0,100.0,40.0,1700.0,0.016,0.1464,0.155
339,20.0,20.0,100.0,40.0,1700.0,0.02,0.1444,0.147
340,20.0,20.0,100.0,40.0,1700.0,0.02,0.1444,0.142
341,20.0,20.0,100.0,40.0,1700.0,0.02,0.1444,0.141
342,20.0,20.0,100.0,40.0,2000.0,0.006,0.1608,0.173
343,20.0,20.0,100.0,40.0,2000.0,0.006,0.1608,0.177
344,20.0,20.0,100.0,40.0,2000.0,0.006,0.1608,0.173
345,20.0,20.0,100.0,40.0,2000.0,0.01,0.1517,0.153
346,20.0,20.0,100.0,40.0,2000.0,0.01,0.1517,0.153
347,20.0,20.0,100.0,40.0,2000.0,0.01,0.1517,0.16
348,20.0,20.0,100.0,40.0,2000.0,0.012,0.1501,0.151
349,20.0,20.0,100.0,40.0,2000.0,0.012,0.1501,0.152
350,20.0,20.0,100.0,40.0,2000.0,0.012,0.1501,0.151
351,20.0,20.0,100.0,40.0,2000.0,0.014,0.1493,0.168
352,20.0,20.0,100.0,40.0,2000.0,0.014,0.1493,0.17
353,20.0,20.0,100.0,40.0,2000.0,0.014,0.1493,0.169
354,20.0,20.0,100.0,40.0,2000.0,0.016,0.1497,0.166
355,20.0,20.0,100.0,40.0,2000.0,0.016,0.1497,0.17
356,20.0,20.0,100.0,40.0,2000.0,0.016,0.1497,0.167
357,20.0,20.0,100.0,40.0,2000.0,0.02,0.1531,0.165
358,20.0,20.0,100.0,40.0,2000.0,0.02,0.1531,0.163
359,20.0,20.0,100.0,40.0,2000.0,0.02,0.1531,0.164
360,20.0,20.0,100.0,50.0,1400.0,0.006,0.1561,0.161
361,20.0,20.0,100.0,50.0,1400.0,0.006,0.1561,0.168
362,20.0,20.0,100.0,50.0,1400.0,0.006,0.1561,0.169
363,20.0,20.0,100.0,50.0,1400.0,0.01,0.147,0.148
364,20.0,20.0,100.0,50.0,1400.0,0.01,0.147,0.154
365,20.0,20.0,100.0,50.0,1400.0,0.01,0.147,0.148
366,20.0,20.0,100.0,50.0,1400.0,0.012,0.1451,0.153
367,20.0,20.0,100.0,50.0,1400.0,0.012,0.1451,0.154
368,20.0,20.0,100.0,50.0,1400.0,0.012,0.1451,0.153
369,20.0,20.0,100.0,50.0,1400.0,0.014,0.1433,0.14
370,20.0,20.0,100.0,50.0,1400.0,0.014,0.1433,0.14
371,20.0,20.0,100.0,50.0,1400.0,0.014,0.1433,0.139
372,20.0,20.0,100.0,50.0,1400.0,0.016,0.1417,0.155
373,20.0,20.0,100.0,50.0,1400.0,0.016,0.1417,0.151
374,20.0,20.0,100.0,50.0,1400.0,0.016,0.1417,0.153
378,20.0,20.0,100.0,50.0,1500.0,0.006,0.1562,0.161
379,20.0,20.0,100.0,50.0,1500.0,0.006,0.1562,0.167
380,20.0,20.0,100.0,50.0,1500.0,0.006,0.1562,0.168
381,20.0,20.0,100.0,50.0,1500.0,0.01,0.1471,0.155
382,20.0,20.0,100.0,50.0,1500.0,0.01,0.1471,0.148
383,20.0,20.0,100.0,50.0,1500.0,0.01,0.1471,0.148
384,20.0,20.0,100.0,50.0,1500.0,0.012,0.1454,0.156
385,20.0,20.0,100.0,50.0,1500.0,0.012,0.1454,0.154
386,20.0,20.0,100.0,50.0,1500.0,0.012,0.1454,0.156
387,20.0,20.0,100.0,50.0,1500.0,0.014,0.1437,0.15
388,20.0,20.0,100.0,50.0,1500.0,0.014,0.1437,0.152
389,20.0,20.0,100.0,50.0,1500.0,0.014,0.1437,0.153
390,20.0,20.0,100.0,50.0,1500.0,0.016,0.1421,0.149
391,20.0,20.0,100.0,50.0,1500.0,0.016,0.1421,0.146
392,20.0,20.0,100.0,50.0,1500.0,0.016,0.1421,0.147
393,20.0,20.0,100.0,50.0,1500.0,0.02,0.1391,0.173
394,20.0,20.0,100.0,50.0,1500.0,0.02,0.1391,0.179
395,20.0,20.0,100.0,50.0,1500.0,0.02,0.1391,0.175
396,20.0,20.0,100.0,50.0,1600.0,0.006,0.1563,0.161
