ta,ts,speed,kp,kd-kvfb,kd-kvff,ki,simul_settling_time,trial_no,settling_time,
20,20,100,65,1400,1400,0.014,0.1417,1,발산,
20,20,100,65,1400,1400,0.014,0.1417,2,발산,
20,20,100,65,1400,1400,0.014,0.1417,3,발산,
20,20,100,65,1400,1400,0.016,0.1398,1,발산,
20,20,100,65,1400,1400,0.016,0.1398,2,발산,
20,20,100,65,1400,1400,0.016,0.1398,3,발산,
20,20,100,65,1400,1400,0.02,0.1365,1,발산,
20,20,100,65,1400,1400,0.02,0.1365,2,발산,
20,20,100,65,1400,1400,0.02,0.1365,3,발산,
20,20,100,65,1500,1500,0.006,0.1524,1,0.173,
20,20,100,65,1500,1500,0.006,0.1524,2,0.173,
20,20,100,65,1500,1500,0.006,0.1524,3,0.168,
20,20,100,65,1500,1500,0.01,0.1454,1,0.162,
20,20,100,65,1500,1500,0.01,0.1454,2,0.161,
20,20,100,65,1500,1500,0.01,0.1454,3,0.158,
20,20,100,65,1500,1500,0.012,0.1436,1,0.182,
20,20,100,65,1500,1500,0.012,0.1436,2,0.19,
20,20,100,65,1500,1500,0.012,0.1436,3,0.191,
20,20,100,65,1500,1500,0.014,0.1418,1,발산,
20,20,100,65,1500,1500,0.014,0.1418,2,발산,
20,20,100,65,1500,1500,0.014,0.1418,3,발산,
20,20,100,65,1500,1500,0.016,0.1399,1,발산,
20,20,100,65,1500,1500,0.016,0.1399,2,발산,
20,20,100,65,1500,1500,0.016,0.1399,3,발산,
20,20,100,65,1500,1500,0.02,0.1368,1,발산,
20,20,100,65,1500,1500,0.02,0.1368,2,발산,
20,20,100,65,1500,1500,0.02,,3,발산,
20,20,100,65,1600,1600,0.006,0.1527,1,0.168,
20,20,100,65,1600,1600,0.006,0.1527,2,0.165,
20,20,100,65,1600,1600,0.006,0.1527,3,0.171,
20,20,100,65,1600,1600,0.01,0.1455,1,0.158,
20,20,100,65,1600,1600,0.01,0.1455,2,0.154,
20,20,100,65,1600,1600,0.01,0.1455,3,0.155,
20,20,100,65,1600,1600,0.012,0.1436,1,0.16,
20,20,100,65,1600,1600,0.012,0.1436,2,0.162,
20,20,100,65,1600,1600,0.012,0.1436,3,0.166,
20,20,100,65,1600,1600,0.014,0.1421,1,0.199,
20,20,100,65,1600,1600,0.014,0.1421,2,0.202,
20,20,100,65,1600,1600,0.014,0.1421,3,0.198,
20,20,100,65,1600,1600,0.016,0.1402,1,발산,
20,20,100,65,1600,1600,0.016,0.1402,2,발산,
20,20,100,65,1600,1600,0.016,0.1402,3,발산,
20,20,100,65,1600,1600,0.02,0.1369,1,발산,
20,20,100,65,1600,1600,0.02,0.1369,2,발산,
20,20,100,65,1600,1600,0.02,0.1369,3,발산,
20,20,100,65,1700,1700,0.006,0.1528,1,0.175,
20,20,100,65,1700,1700,0.006,0.1528,2,0.172,
20,20,100,65,1700,1700,0.006,0.1528,3,0.173,
20,20,100,65,1700,1700,0.01,0.1456,1,0.148,
20,20,100,65,1700,1700,0.01,0.1456,2,0.153,
20,20,100,65,1700,1700,0.01,0.1456,3,0.152,
20,20,100,65,1700,1700,0.012,0.1439,1,0.154,
20,20,100,65,1700,1700,0.012,0.1439,2,0.149,
20,20,100,65,1700,1700,0.012,0.1439,3,0.154,
20,20,100,65,1700,1700,0.014,0.1421,1,0.146,
20,20,100,65,1700,1700,0.014,0.1421,2,0.145,
20,20,100,65,1700,1700,0.014,0.1421,3,0.145,
20,20,100,65,1700,1700,0.016,0.1406,1,0.207,
20,20,100,65,1700,1700,0.016,0.1406,2,0.211,
20,20,100,65,1700,1700,0.016,0.1406,3,0.217,
20,20,100,65,1700,1700,0.02,0.1372,1,발산,
20,20,100,65,1700,1700,0.02,0.1372,2,발산,
20,20,100,65,1700,1700,0.02,0.1372,3,발산,
20,20,100,65,2000,2000,0.006,0.1535,1,0.173,
20,20,100,65,2000,2000,0.006,0.1535,2,0.174,
20,20,100,65,2000,2000,0.006,0.1535,3,0.179,
20,20,100,65,2000,2000,0.01,0.1463,1,0.153,
20,20,100,65,2000,2000,0.01,0.1463,2,0.148,
20,20,100,65,2000,2000,0.01,0.1463,3,0.153,
20,20,100,65,2000,2000,0.012,0.1444,1,0.153,
20,20,100,65,2000,2000,0.012,0.1444,2,0.151,
20,20,100,65,2000,2000,0.012,0.1444,3,0.154,
20,20,100,65,2000,2000,0.014,0.1429,1,0.151,
20,20,100,65,2000,2000,0.014,0.1429,2,0.15,
20,20,100,65,2000,2000,0.014,0.1429,3,0.156,
20,20,100,65,2000,2000,0.016,0.1413,1,0.141,
20,20,100,65,2000,2000,0.016,0.1413,2,0.148,
20,20,100,65,2000,2000,0.016,0.1413,3,0.142,
20,20,100,65,2000,2000,0.02,0.138,1,발산,
20,20,100,65,2000,2000,0.02,0.138,2,발산,
20,20,100,65,2000,2000,0.02,0.138,3,발산,
,,,,,,,,,,
