,ta,ts,speed,kp,kd-kvfb,kd-kvff,ki,simul_settling_time,trial_no,settling_time
0,20,20,30,20,500,500,0.004,0.0,1,0.574
1,20,20,30,20,500,500,0.004,0.0,2,0.559
2,20,20,30,20,500,500,0.004,0.0,3,0.587
3,20,20,30,20,500,500,0.006,0.0,1,0.587
4,20,20,30,20,500,500,0.006,0.0,2,0.49
5,20,20,30,20,500,500,0.006,0.0,3,0.433
6,20,20,30,20,500,500,0.008,0.0,1,1000.0
7,20,20,30,20,1000,1000,0.004,0.3944,1,0.477
8,20,20,30,20,1000,1000,0.004,0.3944,2,0.462
9,20,20,30,20,1000,1000,0.004,0.3944,3,0.466
10,20,20,30,20,1000,1000,0.006,0.3884,1,0.407
11,20,20,30,20,1000,1000,0.006,0.3884,2,0.38
12,20,20,30,20,1000,1000,0.006,0.3884,3,0.383
13,20,20,30,20,1000,1000,0.008,0.3872,1,0.435
14,20,20,30,20,1000,1000,0.008,0.3872,2,0.424
15,20,20,30,20,1000,1000,0.008,0.3872,3,0.429
16,20,20,30,20,1000,1000,0.01,0.3974,1,0.412
17,20,20,30,20,1000,1000,0.01,0.3974,2,0.401
18,20,20,30,20,1000,1000,0.01,0.3974,3,0.404
19,20,20,30,20,1000,1000,0.012,0.4096,1,0.391
20,20,20,30,20,1000,1000,0.012,0.4096,2,0.393
21,20,20,30,20,1000,1000,0.012,0.4096,3,0.399
22,20,20,30,20,1000,1000,0.014,0.4242,1,0.395
23,20,20,30,20,1000,1000,0.014,0.4242,2,0.395
24,20,20,30,20,1000,1000,0.014,0.4242,3,0.387
25,20,20,30,20,1500,1500,0.004,0.4023,1,0.463
26,20,20,30,20,1500,1500,0.004,0.4023,2,0.48
27,20,20,30,20,1500,1500,0.004,0.4023,3,0.45
28,20,20,30,20,1500,1500,0.006,0.3947,1,0.417
29,20,20,30,20,1500,1500,0.006,0.3947,2,0.408
30,20,20,30,20,1500,1500,0.006,0.3947,3,0.4
31,20,20,30,20,1500,1500,0.008,0.3914,1,0.376
32,20,20,30,20,1500,1500,0.008,0.3914,2,0.368
33,20,20,30,20,1500,1500,0.008,0.3914,3,0.377
34,20,20,30,20,1500,1500,0.01,0.3913,1,0.426
35,20,20,30,20,1500,1500,0.01,0.3913,2,0.415
36,20,20,30,20,1500,1500,0.01,0.3913,3,0.42
37,20,20,30,20,1500,1500,0.012,0.4013,1,0.412
38,20,20,30,20,1500,1500,0.012,0.4013,2,0.411
39,20,20,30,20,1500,1500,0.012,0.4013,3,0.409
40,20,20,30,20,2000,2000,0.004,0.4088,1,0.461
41,20,20,30,20,2000,2000,0.004,0.4088,2,0.487
42,20,20,30,20,2000,2000,0.004,0.4088,3,0.451
43,20,20,30,20,2000,2000,0.006,0.4006,1,0.418
44,20,20,30,20,2000,2000,0.006,0.4006,2,0.407
45,20,20,30,20,2000,2000,0.006,0.4006,3,0.413
46,20,20,30,20,2000,2000,0.008,0.3968,1,0.376
47,20,20,30,20,2000,2000,0.008,0.3968,2,0.376
48,20,20,30,20,2000,2000,0.008,0.3968,3,0.376
49,20,20,30,20,2000,2000,0.01,0.3963,1,0.42
50,20,20,30,20,2000,2000,0.01,0.3963,2,0.42
51,20,20,30,20,2000,2000,0.01,0.3963,3,0.417
52,20,20,30,20,2000,2000,0.012,0.407,1,0.419
53,20,20,30,20,2000,2000,0.012,0.407,2,0.414
54,20,20,30,20,2000,2000,0.012,0.407,3,0.417
55,20,20,30,20,2000,2000,0.014,0.4067,1,0.404
56,20,20,30,20,2000,2000,0.014,0.4067,2,0.404
57,20,20,30,20,2000,2000,0.014,0.4067,3,0.399
58,20,20,30,20,2000,2000,0.016,0.4062,1,0.404
59,20,20,30,20,2000,2000,0.016,0.4062,2,0.405
60,20,20,30,20,2000,2000,0.016,0.4062,3,0.396
61,20,20,30,20,2000,2000,0.018,0.4066,1,0.427
62,20,20,30,20,2000,2000,0.018,0.4066,2,0.403
63,20,20,30,20,2000,2000,0.018,0.4066,3,0.422
64,20,20,30,20,2000,2000,0.02,0.4165,1,0.424
65,20,20,30,20,2000,2000,0.02,0.4165,2,0.425
66,20,20,30,20,2000,2000,0.02,0.4165,3,0.432
67,20,20,30,25,500,500,0.003,0.4027,1,0.471
68,20,20,30,25,500,500,0.003,0.4027,2,0.469
69,20,20,30,25,500,500,0.004,0.3997,1,0.494
70,20,20,30,25,500,500,0.004,0.3997,2,0.439
71,20,20,30,25,500,500,0.004,0.3997,3,0.406
72,20,20,30,25,500,500,0.005,0.3994,1,0.425
73,20,20,30,25,500,500,0.005,0.3994,2,0.467
74,20,20,30,25,500,500,0.005,0.3994,3,0.423
75,20,20,30,25,500,500,0.006,0.0,1,1000.0
76,20,20,30,25,1000,1000,0.003,0.41,1,0.546
77,20,20,30,25,1000,1000,0.003,0.41,2,0.521
78,20,20,30,25,1000,1000,0.003,0.41,3,0.498
79,20,20,30,25,1000,1000,0.004,0.3897,1,0.45
80,20,20,30,25,1000,1000,0.004,0.3897,2,0.434
81,20,20,30,25,1000,1000,0.004,0.3897,3,0.449
82,20,20,30,25,1000,1000,0.005,0.3864,1,0.365
83,20,20,30,25,1000,1000,0.005,0.3864,2,0.371
84,20,20,30,25,1000,1000,0.005,0.3864,3,0.359
85,20,20,30,25,1000,1000,0.006,0.3845,1,0.414
86,20,20,30,25,1000,1000,0.006,0.3845,2,0.43
87,20,20,30,25,1000,1000,0.006,0.3845,3,0.417
88,20,20,30,25,1000,1000,0.007,0.3833,1,0.407
89,20,20,30,25,1000,1000,0.007,0.3833,2,0.409
90,20,20,30,25,1000,1000,0.007,0.3833,3,0.408
91,20,20,30,25,1000,1000,0.008,0.3823,1,0.39
92,20,20,30,25,1000,1000,0.008,0.3823,2,0.391
93,20,20,30,25,1000,1000,0.008,0.3823,3,0.397
94,20,20,30,25,1000,1000,0.009,0.3817,1,0.394
95,20,20,30,25,1000,1000,0.009,0.3817,2,0.387
96,20,20,30,25,1000,1000,0.009,0.3817,3,0.387
97,20,20,30,25,1000,1000,0.01,0.3814,1,0.386
98,20,20,30,25,1000,1000,0.01,0.3814,2,0.392
99,20,20,30,25,1000,1000,0.01,0.3814,3,0.393
100,20,20,30,25,1500,1500,0.003,0.40219,1,0.525
101,20,20,30,25,1500,1500,0.003,0.40219,2,0.508
102,20,20,30,25,1500,1500,0.003,0.40219,3,0.507
103,20,20,30,25,1500,1500,0.004,0.3955,1,0.429
104,20,20,30,25,1500,1500,0.004,0.3955,2,0.439
105,20,20,30,25,1500,1500,0.004,0.3955,3,0.422
106,20,20,30,25,1500,1500,0.005,0.3917,1,0.388
107,20,20,30,25,1500,1500,0.005,0.3917,2,0.368
108,20,20,30,25,1500,1500,0.005,0.3917,3,0.371
109,20,20,30,25,1500,1500,0.006,0.3891,1,0.361
110,20,20,30,25,1500,1500,0.006,0.3891,2,0.373
111,20,20,30,25,1500,1500,0.006,0.3891,3,0.362
112,20,20,30,25,1500,1500,0.007,0.3875,1,0.394
113,20,20,30,25,1500,1500,0.007,0.3875,2,0.422
114,20,20,30,25,1500,1500,0.007,0.3875,3,0.401
115,20,20,30,25,1500,1500,0.008,0.3861,1,0.406
116,20,20,30,25,1500,1500,0.008,0.3861,2,0.412
117,20,20,30,25,1500,1500,0.008,0.3861,3,0.412
118,20,20,30,25,1500,1500,0.009,0.3852,1,0.404
119,20,20,30,25,1500,1500,0.009,0.3852,2,0.405
120,20,20,30,25,1500,1500,0.009,0.3852,3,0.405
121,20,20,30,25,1500,1500,0.01,0.3844,1,0.393
122,20,20,30,25,1500,1500,0.01,0.3844,2,0.406
123,20,20,30,25,1500,1500,0.01,0.3844,3,0.405
124,20,20,30,40,1000,1000,0.004,0.3804,1,0.448
125,20,20,30,40,1000,1000,0.004,0.3804,2,0.462
126,20,20,30,40,1000,1000,0.004,0.3804,3,0.37
127,20,20,30,40,1000,1000,0.006,0.3772,1,0.371
128,20,20,30,40,1000,1000,0.006,0.3772,2,0.368
129,20,20,30,40,1000,1000,0.006,0.3772,3,0.392
130,20,20,30,40,1000,1000,0.008,0.3747,1,0.383
131,20,20,30,40,1000,1000,0.008,0.3747,2,0.393
132,20,20,30,40,1000,1000,0.008,0.3747,3,0.389
133,20,20,30,40,1000,1000,0.01,0.3724,1,0.417
134,20,20,30,40,1000,1000,0.01,0.3724,2,0.404
135,20,20,30,40,1000,1000,0.01,0.3724,3,0.397
136,20,20,30,40,1000,1000,0.012,0.3704,1,0.589
137,20,20,30,40,1000,1000,0.012,0.3704,2,0.414
138,20,20,30,40,1000,1000,0.012,0.3704,3,0.511
139,20,20,30,40,1000,1000,0.014,0.0,1,1000.0
140,20,20,30,40,1500,1500,0.004,0.3832,1,0.367
141,20,20,30,40,1500,1500,0.004,0.3832,2,0.423
142,20,20,30,40,1500,1500,0.004,0.3832,3,0.449
143,20,20,30,40,1500,1500,0.006,0.3799,1,0.404
144,20,20,30,40,1500,1500,0.006,0.3799,2,0.405
145,20,20,30,40,1500,1500,0.006,0.3799,3,0.395
146,20,20,30,40,1500,1500,0.008,0.3775,1,0.39
147,20,20,30,40,1500,1500,0.008,0.3775,2,0.379
148,20,20,30,40,1500,1500,0.008,0.3775,3,0.387
149,20,20,30,40,1500,1500,0.01,0.3753,1,0.376
150,20,20,30,40,1500,1500,0.01,0.3753,2,0.384
151,20,20,30,40,1500,1500,0.01,0.3753,3,0.384
152,20,20,30,40,1500,1500,0.012,0.3734,1,0.373
153,20,20,30,40,1500,1500,0.012,0.3734,2,0.372
154,20,20,30,40,1500,1500,0.012,0.3734,3,0.372
155,20,20,30,40,1500,1500,0.014,0.3716,1,0.382
156,20,20,30,40,1500,1500,0.014,0.3716,2,0.371
157,20,20,30,40,1500,1500,0.014,0.3716,3,0.377
158,20,20,30,50,1000,1000,0.002,0.0,1,0.568
159,20,20,30,50,1000,1000,0.002,0.0,2,0.58
160,20,20,30,50,1000,1000,0.002,0.0,3,0.587
161,20,20,30,50,1000,1000,0.003,0.0,1,0.506
162,20,20,30,50,1000,1000,0.003,0.0,2,0.368
163,20,20,30,50,1000,1000,0.003,0.0,3,0.369
164,20,20,30,50,1000,1000,0.004,0.3754,1,0.403
165,20,20,30,50,1000,1000,0.004,0.3754,2,0.369
166,20,20,30,50,1000,1000,0.004,0.3754,3,0.44
167,20,20,30,50,1000,1000,0.005,0.3742,1,0.41
168,20,20,30,50,1000,1000,0.005,0.3742,2,0.394
169,20,20,30,50,1000,1000,0.005,0.3742,3,0.385
170,20,20,30,50,1000,1000,0.006,0.3727,1,0.419
171,20,20,30,50,1000,1000,0.006,0.3727,2,0.411
172,20,20,30,50,1000,1000,0.006,0.3727,3,0.389
173,20,20,30,50,1000,1000,0.007,0.0,1,0.423
174,20,20,30,50,1000,1000,0.007,0.0,2,0.436
175,20,20,30,50,1000,1000,0.007,0.0,3,0.405
176,20,20,30,50,1000,1000,0.008,0.3699,1,0.428
177,20,20,30,50,1000,1000,0.008,0.3699,2,0.442
178,20,20,30,50,1000,1000,0.008,0.3699,3,0.416
179,20,20,30,50,1000,1000,0.009,0.3689,1,0.527
180,20,20,30,50,1000,1000,0.009,0.3689,2,0.473
181,20,20,30,50,1000,1000,0.009,0.3689,3,0.478
182,20,20,30,50,1000,1000,0.01,0.3681,1,0.509
183,20,20,30,50,1000,1000,0.01,0.3681,2,0.545
184,20,20,30,50,1000,1000,0.01,0.3681,3,0.494
